ID,Posted at,Screen name,Text
5.55073E+17,2015-01-13 18:46:25 +0000,OKearthquakes,"Magnitude 2.5 at 2015-01-13 11:53:15.243000 (CST) 2.9 miles NE of Renfrow; 36.953,-97.617,z=5.0km"
5.55081E+17,2015-01-13 19:16:23 +0000,OKearthquakes,"Magnitude 3.1 at 2015-01-12 20:10:25.266999 (CST) 5.6 miles S of Coyle; 35.876,-97.239,z=6.6km"
5.55085E+17,2015-01-13 19:31:25 +0000,OKearthquakes,"Magnitude 2.4 at 2015-01-12 17:28:02.544000 (CST) 4.4 miles ENE of Covington; 36.335,-97.516,z=6.6km"
5.55104E+17,2015-01-13 20:48:20 +0000,OKearthquakes,"Magnitude 2.5 at 2015-01-13 14:07:18.303000 (CST) 2.4 miles NE of Renfrow; 36.948,-97.622,z=4.3km"
5.55108E+17,2015-01-13 21:03:19 +0000,OKearthquakes,"Magnitude 2.9 at 2015-01-13 14:18:37.512999 (CST) 5.0 miles S of Guthrie; 35.807,-97.414,z=6.4km"
5.55112E+17,2015-01-13 21:18:26 +0000,OKearthquakes,"Magnitude 2.4 at 2015-01-13 13:15:44.924999 (CST) 3.6 miles SE of Cherokee; 36.725,-98.302,z=5.2km"
5.55119E+17,2015-01-13 21:48:35 +0000,OKearthquakes,"Magnitude 2.5 at 2015-01-13 13:17:01.720000 (CST) 2.7 miles NW of Perkins; 36.005,-97.063,z=4.8km"
5.55119E+17,2015-01-13 21:48:35 +0000,OKearthquakes,"Magnitude 2.6 at 2015-01-13 15:02:06.573999 (CST) 3.9 miles SW of Deer Creek; 36.755,-97.557,z=6.9km"
5.55138E+17,2015-01-13 23:03:24 +0000,OKearthquakes,"Magnitude 2.6 at 2015-01-13 16:28:06.841000 (CST) 7.5 miles ESE of Orlando; 36.122,-97.248,z=5.5km"
5.55161E+17,2015-01-14 00:36:19 +0000,OKearthquakes,"Magnitude 3.0 at 2015-01-13 18:06:42.442000 (CST) 4.9 miles S of Guthrie; 35.808,-97.415,z=6.7km"
5.55378E+17,2015-01-14 14:57:40 +0000,OKearthquakes,"Magnitude 2.7 at 2015-01-14 04:39:27.082999 (CST) 4.4 miles W of Jefferson; 36.714,-97.871,z=5.9km"
5.55382E+17,2015-01-14 15:12:44 +0000,OKearthquakes,"Magnitude 2.5 at 2015-01-14 07:52:23.228000 (CST) 5.0 miles W of Jefferson; 36.713,-97.880,z=6.2km"
5.5539E+17,2015-01-14 15:42:43 +0000,OKearthquakes,"Magnitude 2.7 at 2015-01-14 02:13:50.438000 (CST) 4.5 miles ENE of Covington; 36.333,-97.513,z=5.0km"
5.55393E+17,2015-01-14 15:57:47 +0000,OKearthquakes,"Magnitude 2.2 at 2015-01-12 15:52:02.447000 (CST) 3.9 miles E of Seward; 35.804,-97.419,z=7.7km"
5.55393E+17,2015-01-14 15:57:48 +0000,OKearthquakes,"Magnitude 2.9 at 2015-01-14 00:53:24.385000 (CST) 6.0 miles N of Lucien; 36.362,-97.451,z=6.9km"
5.55405E+17,2015-01-14 16:45:12 +0000,OKearthquakes,"Magnitude 3.3 at 2015-01-13 21:45:52.051999 (CST) 3.1 miles SE of Cherokee; 36.728,-98.312,z=4.9km"
5.55409E+17,2015-01-14 17:00:07 +0000,OKearthquakes,"Magnitude 2.3 at 2015-01-14 10:31:08.382999 (CST) 4.5 miles W of Sand Creek; 36.838,-98.102,z=5.6km"
5.55413E+17,2015-01-14 17:15:15 +0000,OKearthquakes,"Magnitude 3.1 at 2015-01-13 18:46:27.614000 (CST) 3.9 miles SSW of Deer Creek; 36.754,-97.555,z=5.0km"
5.55417E+17,2015-01-14 17:30:08 +0000,OKearthquakes,"Magnitude 3.1 at 2015-01-13 19:42:36.027999 (CST) 4.3 miles ENE of Covington; 36.332,-97.516,z=7.2km"
5.55424E+17,2015-01-14 18:00:08 +0000,OKearthquakes,"Magnitude 2.5 at 2015-01-13 20:11:41.557999 (CST) 5.3 miles SW of Braman; 36.858,-97.386,z=7.6km"
5.55428E+17,2015-01-14 18:15:10 +0000,OKearthquakes,"Magnitude 2.4 at 2015-01-13 16:25:14.612999 (CST) 3.3 miles SE of Cherokee; 36.726,-98.308,z=5.6km"
5.55439E+17,2015-01-14 19:00:09 +0000,OKearthquakes,"Magnitude 3.0 at 2015-01-14 12:23:11.794999 (CST) 5.6 miles S of Coyle; 35.877,-97.245,z=5.3km"
5.55447E+17,2015-01-14 19:30:07 +0000,OKearthquakes,"Magnitude 2.5 at 2015-01-13 14:16:48.548999 (CST) 4.1 miles ENE of Covington; 36.331,-97.519,z=7.1km"
5.55454E+17,2015-01-14 20:00:09 +0000,OKearthquakes,"Magnitude 2.3 at 2015-01-13 14:12:54.170999 (CST) 4.2 miles ENE of Covington; 36.330,-97.517,z=7.0km"
5.5547E+17,2015-01-14 21:02:05 +0000,OKearthquakes,"Magnitude 2.3 at 2015-01-12 20:38:50.521999 (CST) 2.0 miles W of Jefferson; 36.722,-97.828,z=5.2km"
5.55474E+17,2015-01-14 21:17:13 +0000,OKearthquakes,"Magnitude 2.4 at 2015-01-14 14:32:15.301999 (CST) 4.8 miles NW of Pond Creek; 36.710,-97.871,z=5.0km"
5.55485E+17,2015-01-14 22:02:13 +0000,OKearthquakes,"Magnitude 2.4 at 2015-01-12 18:27:42.549999 (CST) 2.2 miles NE of Renfrow; 36.947,-97.627,z=5.0km"
5.555E+17,2015-01-14 23:02:13 +0000,OKearthquakes,"Magnitude 2.3 at 2015-01-12 22:07:06.852000 (CST) 4.5 miles NW of Helena; 36.599,-98.318,z=3.9km"
5.55732E+17,2015-01-15 14:25:06 +0000,OKearthquakes,"Magnitude 3.0 at 2015-01-15 01:47:28.149999 (CST) 4.6 miles W of Jefferson; 36.715,-97.873,z=5.6km"
5.5574E+17,2015-01-15 14:55:05 +0000,OKearthquakes,"Magnitude 2.5 at 2015-01-15 04:05:55.798000 (CST) 2.5 miles ENE of Seward; 35.814,-97.448,z=7.0km"
5.55748E+17,2015-01-15 15:25:07 +0000,OKearthquakes,"Magnitude 2.8 at 2015-01-15 08:59:44.616999 (CST) 4.5 miles S of Manchester; 36.929,-98.025,z=5.0km"
5.55751E+17,2015-01-15 15:40:06 +0000,OKearthquakes,"Magnitude 2.5 at 2015-01-15 09:05:56.627000 (CST) 4.6 miles SSE of Manchester; 36.929,-98.021,z=3.8km"
5.55759E+17,2015-01-15 16:10:08 +0000,OKearthquakes,"Magnitude 2.5 at 2015-01-15 08:43:31.094000 (CST) 1.2 miles N of Breckinridge; 36.455,-97.735,z=5.0km"
5.55771E+17,2015-01-15 16:56:57 +0000,OKearthquakes,"Magnitude 3.3 at 2015-01-15 01:36:31.245000 (CST) 4.0 miles ENE of Covington; 36.329,-97.521,z=7.0km"
5.55778E+17,2015-01-15 17:26:56 +0000,OKearthquakes,"Magnitude 3.0 at 2015-01-15 00:57:07.471000 (CST) 2.9 miles NE of Renfrow; 36.952,-97.616,z=5.0km"
5.55786E+17,2015-01-15 17:56:57 +0000,OKearthquakes,"Magnitude 2.7 at 2015-01-15 11:06:24.100000 (CST) 3.1 miles ENE of Covington; 36.322,-97.535,z=6.6km"
5.55801E+17,2015-01-15 18:56:58 +0000,OKearthquakes,"Magnitude 2.8 at 2015-01-15 12:06:55.335000 (CST) 2.4 miles NE of Seward; 35.816,-97.451,z=6.7km"
5.55801E+17,2015-01-15 18:56:58 +0000,OKearthquakes,"Magnitude 2.3 at 2015-01-15 01:08:13.284000 (CST) 4.4 miles S of Guthrie; 35.815,-97.424,z=7.0km"
5.55808E+17,2015-01-15 19:26:56 +0000,OKearthquakes,"Magnitude 3.6 at 2015-01-15 12:47:20.801999 (CST) 2.9 miles NE of Renfrow; 36.952,-97.615,z=5.0km"
5.55812E+17,2015-01-15 19:41:57 +0000,OKearthquakes,"Magnitude 2.5 at 2015-01-15 01:23:50.573000 (CST) 2.6 miles ENE of Seward; 35.811,-97.446,z=5.7km"
5.5582E+17,2015-01-15 20:11:53 +0000,OKearthquakes,"Magnitude 2.6 at 2015-01-15 01:43:14.634000 (CST) 3.2 miles ESE of Kremlin; 36.531,-97.778,z=2.4km"
5.55835E+17,2015-01-15 21:13:50 +0000,OKearthquakes,"Magnitude 2.5 at 2015-01-15 13:22:40.557999 (CST) 2.8 miles ENE of Covington; 36.321,-97.539,z=7.1km"
5.55839E+17,2015-01-15 21:28:48 +0000,OKearthquakes,"Magnitude 2.1 at 2015-01-15 13:21:57.496999 (CST) 9.2 miles W of Sand Creek; 36.847,-98.187,z=6.0km"
5.55847E+17,2015-01-15 21:58:46 +0000,OKearthquakes,"Magnitude 2.5 at 2015-01-15 13:51:51.281999 (CST) 3.0 miles NE of Renfrow; 36.954,-97.616,z=5.0km"
5.55858E+17,2015-01-15 22:43:47 +0000,OKearthquakes,"Magnitude 2.5 at 2015-01-14 23:57:43.725000 (CST) 4.3 miles S of Guthrie; 35.817,-97.425,z=6.8km"
5.55862E+17,2015-01-15 22:58:47 +0000,OKearthquakes,"Magnitude 2.7 at 2015-01-15 16:29:21.798999 (CST) 3.1 miles ENE of Seward; 35.816,-97.439,z=4.7km"
5.56098E+17,2015-01-16 14:38:42 +0000,OKearthquakes,"Magnitude 3.1 at 2015-01-16 07:41:31.631000 (CST) 3.2 miles NW of Quinlan; 36.489,-99.085,z=7.7km"
5.56102E+17,2015-01-16 14:53:37 +0000,OKearthquakes,"Magnitude 3.0 at 2015-01-16 00:53:31.353000 (CST) 3.9 miles NNE of Wakita; 36.938,-97.907,z=4.5km"
5.5614E+17,2015-01-16 17:26:08 +0000,OKearthquakes,"Magnitude 2.1 at 2015-01-16 09:42:23.092999 (CST) 4.4 miles NW of Helena; 36.598,-98.319,z=5.0km"
5.5614E+17,2015-01-16 17:26:08 +0000,OKearthquakes,"Magnitude 2.5 at 2015-01-16 08:34:22.743999 (CST) 4.2 miles WNW of Lamont; 36.701,-97.632,z=4.5km"
5.56167E+17,2015-01-16 19:11:06 +0000,OKearthquakes,"Magnitude 2.5 at 2015-01-16 08:42:57.738999 (CST) 2.8 miles SW of Salt Fork; 36.601,-97.616,z=2.5km"
5.56198E+17,2015-01-16 21:13:58 +0000,OKearthquakes,"Magnitude 2.3 at 2015-01-16 02:35:03.571000 (CST) 4.6 miles NW of Helena; 36.601,-98.318,z=5.0km"
5.56201E+17,2015-01-16 21:28:52 +0000,OKearthquakes,"Magnitude 2.8 at 2015-01-16 13:13:15.910999 (CST) 3.3 miles ENE of Covington; 36.326,-97.532,z=6.6km"
5.56209E+17,2015-01-16 21:58:49 +0000,OKearthquakes,"Magnitude 2.5 at 2015-01-16 01:40:26.839999 (CST) 3.4 miles ENE of Seward; 35.819,-97.433,z=5.2km"
5.56217E+17,2015-01-16 22:28:55 +0000,OKearthquakes,"Magnitude 2.7 at 2015-01-16 15:50:44.667000 (CST) 3.1 miles WNW of Wellston; 35.709,-97.116,z=6.2km"
5.56217E+17,2015-01-16 22:28:55 +0000,OKearthquakes,"Magnitude 2.2 at 2015-01-15 10:46:58.790999 (CST) 3.4 miles E of Owasso; 36.266,-95.795,z=5.0km"
5.5622E+17,2015-01-16 22:43:52 +0000,OKearthquakes,"Magnitude 2.7 at 2015-01-15 18:14:58.109999 (CST) 9.0 miles N of Jet; 36.797,-98.191,z=5.0km"
5.56224E+17,2015-01-16 22:58:55 +0000,OKearthquakes,"Magnitude 2.9 at 2015-01-15 21:58:19.452999 (CST) 3.0 miles ENE of Seward; 35.816,-97.440,z=6.0km"
5.56224E+17,2015-01-16 22:58:55 +0000,OKearthquakes,"Magnitude 3.4 at 2015-01-16 16:29:34.073999 (CST) 2.6 miles SW of Salt Fork; 36.603,-97.613,z=5.6km"
5.56278E+17,2015-01-17 02:31:43 +0000,OKearthquakes,"Magnitude 3.2 at 2015-01-16 19:04:17.173999 (CST) 4.4 miles S of Manchester; 36.930,-98.031,z=5.0km"
5.56483E+17,2015-01-17 16:09:25 +0000,OKearthquakes,"Magnitude 3.4 at 2015-01-17 00:33:41.493999 (CST) 4.8 miles SSW of Jet; 36.603,-98.217,z=5.0km"
5.56594E+17,2015-01-17 23:29:39 +0000,OKearthquakes,"Magnitude 3.2 at 2015-01-17 16:42:13.288000 (CST) 4.7 miles SSW of Coyle; 35.894,-97.266,z=6.9km"
5.56602E+17,2015-01-17 23:59:40 +0000,OKearthquakes,"Magnitude 3.1 at 2015-01-17 11:47:26.150999 (CST) 3.4 miles S of Pawnee; 36.289,-96.806,z=5.0km"
5.56835E+17,2015-01-18 15:25:55 +0000,OKearthquakes,"Magnitude 2.9 at 2015-01-18 05:12:49.979999 (CST) 3.0 miles NE of Renfrow; 36.954,-97.615,z=4.9km"
5.56839E+17,2015-01-18 15:41:01 +0000,OKearthquakes,"Magnitude 3.1 at 2015-01-18 04:17:26.783000 (CST) 5.7 miles NE of Cherokee; 36.799,-98.271,z=6.0km"
5.5719E+17,2015-01-19 14:58:42 +0000,OKearthquakes,"Magnitude 3.7 at 2015-01-19 04:19:20.225000 (CST) 9.5 miles N of Jet; 36.802,-98.196,z=4.3km"
5.57198E+17,2015-01-19 15:28:46 +0000,OKearthquakes,"Magnitude 2.9 at 2015-01-19 04:27:29.606000 (CST) 2.7 miles NE of Seward; 35.820,-97.448,z=5.5km"
5.57198E+17,2015-01-19 15:28:46 +0000,OKearthquakes,"Magnitude 3.3 at 2015-01-19 08:48:13.442999 (CST) 3.3 miles S of Pawnee; 36.291,-96.811,z=3.9km"
5.57206E+17,2015-01-19 15:58:45 +0000,OKearthquakes,"Magnitude 3.5 at 2015-01-18 19:01:03.395999 (CST) 1.6 miles ENE of Medford; 36.818,-97.709,z=4.9km"
5.57305E+17,2015-01-19 22:35:25 +0000,OKearthquakes,"Magnitude 3.0 at 2015-01-19 15:17:09.958000 (CST) 3.4 miles S of Pawnee; 36.288,-96.802,z=4.0km"
5.57386E+17,2015-01-20 03:54:08 +0000,OKearthquakes,"Magnitude 3.1 at 2015-01-19 18:25:47.497999 (CST) 9.7 miles N of Jet; 36.805,-98.167,z=6.0km"
5.57551E+17,2015-01-20 14:49:53 +0000,OKearthquakes,"Magnitude 2.1 at 2015-01-20 07:31:06.041000 (CST) 2.4 miles NE of Renfrow; 36.949,-97.623,z=5.0km"
5.57554E+17,2015-01-20 15:04:53 +0000,OKearthquakes,"Magnitude 2.2 at 2015-01-20 05:31:36.356000 (CST) 7.7 miles W of Red Rock; 36.469,-97.317,z=8.0km"
5.57562E+17,2015-01-20 15:34:54 +0000,OKearthquakes,"Magnitude 2.6 at 2015-01-19 21:39:10.692000 (CST) 1.9 miles W of Jefferson; 36.720,-97.826,z=6.1km"
5.57562E+17,2015-01-20 15:34:55 +0000,OKearthquakes,"Magnitude 2.3 at 2015-01-20 05:11:52.104999 (CST) 4.3 miles WNW of Lamont; 36.704,-97.633,z=4.9km"
5.57569E+17,2015-01-20 16:04:50 +0000,OKearthquakes,"Magnitude 2.5 at 2015-01-19 13:10:11.756000 (CST) 6.7 miles WSW of Red Rock; 36.422,-97.291,z=5.7km"
5.57573E+17,2015-01-20 16:19:28 +0000,OKearthquakes,"Magnitude 2.6 at 2015-01-19 23:39:35.170999 (CST) 2.5 miles NE of Renfrow; 36.949,-97.622,z=7.1km"
5.57577E+17,2015-01-20 16:34:34 +0000,OKearthquakes,"Magnitude 2.7 at 2015-01-19 03:51:15.512000 (CST) 2.7 miles NE of Renfrow; 36.950,-97.617,z=5.0km"
5.57584E+17,2015-01-20 17:04:30 +0000,OKearthquakes,"Magnitude 2.7 at 2015-01-19 21:22:00.173000 (CST) 2.8 miles ENE of Renfrow; 36.937,-97.608,z=5.8km"
5.57592E+17,2015-01-20 17:35:00 +0000,OKearthquakes,"Magnitude 2.4 at 2015-01-19 18:14:23.506000 (CST) 3.8 miles S of Morrison; 36.242,-97.009,z=5.1km"
5.57592E+17,2015-01-20 17:35:00 +0000,OKearthquakes,"Magnitude 3.1 at 2015-01-18 17:54:38.890999 (CST) 7.3 miles NE of Wakita; 36.975,-97.856,z=5.0km"
5.57592E+17,2015-01-20 17:35:01 +0000,OKearthquakes,"Magnitude 3.6 at 2015-01-20 09:27:03.367000 (CST) 2.3 miles ENE of Renfrow; 36.940,-97.618,z=1.7km"
5.57592E+17,2015-01-20 17:35:01 +0000,OKearthquakes,"Magnitude 2.9 at 2015-01-19 02:07:36.787999 (CST) 7.2 miles NNE of Wakita; 36.974,-97.859,z=5.0km"
5.57601E+17,2015-01-20 18:08:55 +0000,OKearthquakes,"Magnitude 2.3 at 2015-01-19 14:52:31.121999 (CST) 3.3 miles SW of Orlando; 36.121,-97.427,z=5.5km"
5.57608E+17,2015-01-20 18:39:00 +0000,OKearthquakes,"Magnitude 2.3 at 2015-01-19 13:37:33.585999 (CST) 2.5 miles NE of Renfrow; 36.948,-97.622,z=5.4km"
5.57612E+17,2015-01-20 18:53:58 +0000,OKearthquakes,"Magnitude 2.2 at 2015-01-20 12:01:07.416000 (CST) 2.0 miles ENE of Red Rock; 36.472,-97.146,z=6.6km"
5.57623E+17,2015-01-20 19:39:04 +0000,OKearthquakes,"Magnitude 2.7 at 2015-01-19 12:30:44.826999 (CST) 3.2 miles ENE of Seward; 35.820,-97.439,z=5.3km"
5.57627E+17,2015-01-20 19:53:59 +0000,OKearthquakes,"Magnitude 2.4 at 2015-01-20 12:57:29.483000 (CST) 3.1 miles SW of Orlando; 36.124,-97.425,z=4.9km"
5.57646E+17,2015-01-20 21:09:06 +0000,OKearthquakes,"Magnitude 2.4 at 2015-01-19 12:04:19.817000 (CST) 3.2 miles SW of Orlando; 36.123,-97.425,z=5.1km"
5.5765E+17,2015-01-20 21:23:59 +0000,OKearthquakes,"Magnitude 2.3 at 2015-01-19 07:28:50.895000 (CST) 5.8 miles SW of Seward; 35.731,-97.549,z=6.5km"
5.57654E+17,2015-01-20 21:38:55 +0000,OKearthquakes,"Magnitude 2.6 at 2015-01-19 06:43:35.661000 (CST) 4.9 miles S of Guthrie; 35.808,-97.417,z=5.6km"
5.57662E+17,2015-01-20 22:12:34 +0000,OKearthquakes,"Magnitude 2.4 at 2015-01-19 06:30:17.634000 (CST) 2.2 miles SSE of Perry; 36.258,-97.280,z=5.0km"
5.5767E+17,2015-01-20 22:42:34 +0000,OKearthquakes,"Magnitude 2.5 at 2015-01-19 05:05:01.249000 (CST) 4.7 miles SW of Pawnee; 36.301,-96.875,z=5.0km"
5.57673E+17,2015-01-20 22:57:39 +0000,OKearthquakes,"Magnitude 2.4 at 2015-01-19 01:05:33.718000 (CST) 0.8 miles S of Wellston; 35.683,-97.062,z=6.1km"
5.58277E+17,2015-01-22 14:55:24 +0000,OKearthquakes,"Magnitude 2.7 at 2015-01-22 07:16:52.905000 (CST) 0.7 miles NNE of Jones; 35.576,-97.282,z=5.0km"
5.58288E+17,2015-01-22 15:40:21 +0000,OKearthquakes,"Magnitude 2.6 at 2015-01-22 06:47:05.695999 (CST) 5.3 miles NW of Hunter; 36.627,-97.716,z=3.4km"
5.58299E+17,2015-01-22 16:25:26 +0000,OKearthquakes,"Magnitude 3.1 at 2015-01-21 21:23:22.304999 (CST) 0.8 miles ENE of Renfrow; 36.931,-97.644,z=2.3km"
5.58299E+17,2015-01-22 16:25:27 +0000,OKearthquakes,"Magnitude 3.0 at 2015-01-21 23:36:27.646999 (CST) 6.0 miles ESE of Orlando; 36.130,-97.273,z=5.1km"
5.58307E+17,2015-01-22 16:55:23 +0000,OKearthquakes,"Magnitude 2.5 at 2015-01-22 04:08:19.103999 (CST) 1.7 miles SSE of Pawnee; 36.316,-96.789,z=8.1km"
5.58307E+17,2015-01-22 16:55:24 +0000,OKearthquakes,"Magnitude 2.6 at 2015-01-22 00:15:08.989000 (CST) 1.3 miles NE of Renfrow; 36.942,-97.643,z=5.0km"
5.58315E+17,2015-01-22 17:25:25 +0000,OKearthquakes,"Magnitude 2.1 at 2015-01-22 04:37:39.709000 (CST) 4.5 miles W of Orlando; 36.157,-97.459,z=5.2km"
5.58318E+17,2015-01-22 17:40:23 +0000,OKearthquakes,"Magnitude 2.3 at 2015-01-22 02:12:34.990000 (CST) 2.2 miles ENE of Wakita; 36.896,-97.887,z=5.0km"
5.58326E+17,2015-01-22 18:10:23 +0000,OKearthquakes,"Magnitude 2.4 at 2015-01-22 11:17:42.468000 (CST) 4.7 miles ESE of Lucien; 36.259,-97.373,z=9.8km"
5.5833E+17,2015-01-22 18:25:28 +0000,OKearthquakes,"Magnitude 2.4 at 2015-01-22 11:32:06.139000 (CST) 2.1 miles W of Sand Creek; 36.835,-98.058,z=6.1km"
5.58338E+17,2015-01-22 18:57:32 +0000,OKearthquakes,"Magnitude 2.3 at 2015-01-22 11:18:07.142000 (CST) 4.8 miles SW of Seward; 35.757,-97.557,z=6.2km"
5.58342E+17,2015-01-22 19:14:50 +0000,OKearthquakes,"Magnitude 2.5 at 2015-01-22 02:14:34.612000 (CST) 1.7 miles NE of Red Rock; 36.473,-97.154,z=5.0km"
5.58361E+17,2015-01-22 20:29:50 +0000,OKearthquakes,"Magnitude 2.5 at 2015-01-22 01:39:48.020000 (CST) 4.8 miles ESE of Renfrow; 36.896,-97.578,z=4.7km"
5.58368E+17,2015-01-22 20:59:50 +0000,OKearthquakes,"Magnitude 2.4 at 2015-01-22 13:56:43.334000 (CST) 0.7 miles NNE of Jones; 35.576,-97.284,z=5.5km"
5.58376E+17,2015-01-22 21:29:52 +0000,OKearthquakes,"Magnitude 2.8 at 2015-01-22 14:40:35.959000 (CST) 2.9 miles ENE of Seward; 35.818,-97.444,z=4.8km"
5.5838E+17,2015-01-22 21:44:50 +0000,OKearthquakes,"Magnitude 2.6 at 2015-01-21 23:11:03.962000 (CST) 2.3 miles WSW of Pawnee; 36.329,-96.845,z=5.0km"
5.58391E+17,2015-01-22 22:29:53 +0000,OKearthquakes,"Magnitude 2.6 at 2015-01-21 19:13:34.359000 (CST) 1.6 miles SSE of Pawnee; 36.316,-96.796,z=5.0km"
5.58634E+17,2015-01-23 14:33:02 +0000,OKearthquakes,"Magnitude 2.3 at 2015-01-23 03:58:47.875999 (CST) 9.4 miles N of Jet; 36.802,-98.185,z=7.2km"
5.58684E+17,2015-01-23 17:52:59 +0000,OKearthquakes,"Magnitude 2.8 at 2015-01-22 20:36:28.312999 (CST) 2.3 miles NE of Renfrow; 36.947,-97.624,z=4.7km"
5.58699E+17,2015-01-23 18:53:02 +0000,OKearthquakes,"Magnitude 2.5 at 2015-01-23 09:49:59.719000 (CST) 2.6 miles NE of Renfrow; 36.950,-97.620,z=7.1km"
5.58715E+17,2015-01-23 19:57:38 +0000,OKearthquakes,"Magnitude 2.4 at 2015-01-23 12:46:49.817999 (CST) 2.6 miles W of Pawnee; 36.338,-96.851,z=5.0km"
5.58719E+17,2015-01-23 20:12:44 +0000,OKearthquakes,"Magnitude 2.3 at 2015-01-23 13:13:45.087000 (CST) 2.8 miles WSW of Aline; 36.495,-98.497,z=5.0km"
5.58727E+17,2015-01-23 20:42:38 +0000,OKearthquakes,"Magnitude 2.5 at 2015-01-23 13:57:47.514000 (CST) 1.5 miles NNW of Sand Creek; 36.859,-98.033,z=5.4km"
5.58738E+17,2015-01-23 21:27:33 +0000,OKearthquakes,"Magnitude 2.5 at 2015-01-22 23:02:27.152999 (CST) 6.0 miles ESE of Orlando; 36.127,-97.275,z=7.4km"
5.58745E+17,2015-01-23 21:57:43 +0000,OKearthquakes,"Magnitude 2.2 at 2015-01-22 22:11:58.639000 (CST) 3.2 miles NE of Renfrow; 36.954,-97.611,z=5.6km"
5.58753E+17,2015-01-23 22:27:40 +0000,OKearthquakes,"Magnitude 3.2 at 2015-01-23 15:49:00.059000 (CST) 3.1 miles WNW of Salt Fork; 36.654,-97.639,z=5.1km"
5.59027E+17,2015-01-24 16:38:28 +0000,OKearthquakes,"Magnitude 3.6 at 2015-01-24 09:36:46.539999 (CST) 2.0 miles ENE of Ingersoll; 36.807,-98.360,z=4.5km"
5.59027E+17,2015-01-24 16:38:28 +0000,OKearthquakes,"Magnitude 2.8 at 2015-01-24 09:42:41.521000 (CST) 2.4 miles ENE of Ingersoll; 36.809,-98.355,z=4.2km"
5.59129E+17,2015-01-24 23:22:17 +0000,OKearthquakes,"Magnitude 3.4 at 2015-01-24 14:38:45.456000 (CST) 2.0 miles ENE of Medford; 36.822,-97.702,z=5.0km"
5.59133E+17,2015-01-24 23:37:19 +0000,OKearthquakes,"Magnitude 2.9 at 2015-01-24 14:44:02.351000 (CST) 9.0 miles N of Jet; 36.796,-98.186,z=5.5km"
5.59369E+17,2015-01-25 15:13:39 +0000,OKearthquakes,"Magnitude 3.1 at 2015-01-25 01:29:34.228000 (CST) 5.8 miles ESE of Orlando; 36.127,-97.279,z=4.8km"
5.59376E+17,2015-01-25 15:43:40 +0000,OKearthquakes,"Magnitude 4.0 at 2015-01-25 03:36:32.225000 (CST) 2.9 miles NE of Renfrow; 36.951,-97.615,z=5.0km"
5.59728E+17,2015-01-26 15:03:09 +0000,OKearthquakes,"Magnitude 3.2 at 2015-01-25 18:18:29.597000 (CST) 5.3 miles S of Covington; 36.231,-97.577,z=6.1km"
5.59736E+17,2015-01-26 15:33:17 +0000,OKearthquakes,"Magnitude 2.7 at 2015-01-26 01:40:25.048999 (CST) 4.0 miles NW of Orlando; 36.193,-97.426,z=7.1km"
5.59743E+17,2015-01-26 16:03:09 +0000,OKearthquakes,"Magnitude 2.7 at 2015-01-26 00:01:00.040000 (CST) 5.1 miles S of Guthrie; 35.807,-97.411,z=5.0km"
5.59751E+17,2015-01-26 16:33:09 +0000,OKearthquakes,"Magnitude 2.1 at 2015-01-26 08:43:42.850999 (CST) 2.1 miles NW of Renfrow; 36.949,-97.682,z=5.0km"
